teg1m,teg2m,teg3m,teg4m,teg5m,teg6m,teg7m,teg8m,teg9m,teg10m,teg11m,teg12m,teg13m,teg14m,teg15m,teg16m,spaar1m,spaar2m,spaar3m,spaar4m,spaar5m,spaar6m,teg1v,teg2v,teg3v,teg4v,teg5v,teg6v,teg7v,teg8v,teg9v,teg10v,teg11v,teg12v,teg13v,teg14v,teg15v,teg16v,spaar1v,spaar2v,spaar3v,spaar4v,spaar5v,spaar6v,educm,heightm,BMIm,healthm,consm,extram,agreem,emom,autom,riskym,Agem,educv,heightv,BMIv,healthv,consv,extrav,agreev,emov,autov,riskyv,Agev
5.5,6,3,3,3,5,5,3,3,3,5.5,4,3.5,3,4.5,4,6,4,2,5,2,2,6,4,3.5,2.5,4,5,3,3,2.5,3,4.5,4,3,5,4,3,5,4,4,5,3,3,3,178,19.568235,3,-0.332835,0.472124,-0.121037,-0.302232,-0.445421,-0.260835,26,3,180,19.135803,3,-0.476572,0.888825,-0.564646,-0.121241,-0.568671,0.271112,24
7,6,7,4,2,2,4,6,2,7,6,1,4,7,4,1,7,7,2.5,4,2,1,4,6,5,5,5,4,4,4,4,4,3,5,3,3,4,5,4,4,1,4,4,4,3,185,19.868517,4,-0.472202,0.917352,-0.232204,0.930509,-1.123913,-0.565972,51,2,168,19.486961,3,-0.475116,-0.768798,0.232055,-0.470329,0.363799,0.421983,38
3,5.5,2.5,2.5,2.5,6,5,5,4,3.5,6,5.5,3,4,4.5,3,3.5,1,5.5,5.5,4.5,4,6,5,3,1,1.5,6.5,4,5,2.5,4.5,4.5,5.5,1.5,4,4.5,5,6,3,6,7,2,4.5,2,172,20.281233,2,0.469852,-0.390297,-0.511453,-0.424616,-0.693373,1.061671,38,2,172,20.281233,3,0.603147,1.286672,-1.284348,-0.84516,-0.863908,0.258895,38
5,5,4,3,3,5,3,5,5,2,3,4,5,4,5,4,7,2,1,6,5,2,6,6,4,4,4,5,6,4,4,4,3,2,4,6,5,3,6,4,2,5,2,3,3,185,25.127831,3,0.346999,-0.237353,-0.006149,-0.052401,-0.429629,-0.096366,39,2,172,22.309357,3,0.078951,0.065587,0.251647,0.464468,0.741027,-0.147934,40
5,5,6,3,2,5,4,2,5,2,4,3,5,5,6,3,5,3,3,5,3,2,6,6,3,2,6,3,5,3,3,2,2,3,6,5,3,4,3,2,4,5,5,3,2,180,23.765432,4,-0.169669,-0.237353,-0.248075,0.57807,-0.615956,0.145171,28,2,168,23.030045,4,-1.29723,0.879644,1.258533,0.229413,1.169279,0.878471,24
6,5,5,3,4,5,5,5,4,2,5,4,4,4,6,2,5.5,3.5,3.5,6,4,3,6,5,6,4,4,5,4,5,3,2,4,4,5,6,6,3,6,3,4,5,2,2,2,174,25.432686,4,0.634474,0.330818,-0.025741,0.33572,-0.076507,0.18928,44,2,174,20.478266,4,0.634474,0.349181,0.235776,0.581952,-0.132105,0.033103,42
4.5,5,2,4,3,5,4,4.5,3,3,2.5,5,3.5,3.5,5,5,7,7,7,7,3.5,2,6,4,4,2,3,6,5,2,2,5,4,5,3,4,3,3,7,7,7,7,3,1,2,180,22.530865,2,0.212975,-0.077684,-0.398425,-0.755842,0.006937,-0.221829,44,2,178,23.04002,3,-0.765505,1.163238,-0.806572,-0.601119,-0.064454,-0.388876,42
3,5,4,2,6,4,5,4,4,5,3,1,5,5,5,3,3,2,1,7,6,5,5,5,4,5,6,4,5,4,5,5,2,2,2,5,4,4,4,1,3,7,6,6,2,183,22.395414,4,-0.18764,-0.257681,0.719628,0.182843,0.915301,0.644475,39,2,170,19.723183,3,-0.475116,-0.767815,-0.064925,-0.080837,1.169279,0.945212,39
4,4,3,3,5,5,5,5,4,5,5,4,5,5,5,5,1,4,2.5,7,1,1,4,5,5,5,3,4,5,3,5,2,2,4,4,4,6,3,4,1,1,7,1,1,2,184,19.198959,2,0.346999,-0.238336,0.200314,-0.728804,0.165419,-0.161474,40,2,176,20.983988,3,-0.168212,-1.052392,-0.267666,0.200318,0.443503,-0.36541,38
4,5,5,4,5,4,4,5,5,3,4,4,4,6,4,4,4,3,5,5,4,4,6,5,3,4,6,3,4,4,1,5,1,4,4,3,3,4,6,5.5,1,7,1,2,2,178,21.777554,3,-0.207068,-0.787161,0.216185,0.190184,0.109821,0.790018,27,2,158,23.233456,4,-1.029182,0.91637,0.45811,-0.719025,1.113681,-0.866494,25
6,5,4,3.5,4,5.5,4.5,3.5,4.5,2.5,4,3.5,3.5,3.5,4,3,6,5,3,6.5,5,4,5,4,4,3,4,4,4,5,5,2,3,4,5,4,4,4,5,5,1,5,4,2,3,181,24.419279,4,-0.209253,0.056406,-0.1565,0.011536,0.022683,0.107055,36,3,170,22.145329,4,-0.207068,-0.237353,-0.041612,-0.191095,0.121873,-0.129758,33
6,5,5,4,6,4,5,5,4,2,5,2,5,6,5,2,7,4,1,7,1,1,6,6,5,3,5,5,4,4,4,2,4,2,5,5,5,3,6,4,2,6,4,1,3,178,22.09317,4,0.080408,0.065587,0.719628,0.856592,0.407344,-0.951567,30,3,180,19.444445,4,0.078951,0.330818,0.75509,0.727725,0.109821,-0.287703,28
5,3,4,4.5,5.5,4,4,2,6,1.5,2.5,2.5,3,3.5,2.5,3.5,2.5,1,2,5,7,5.5,6,6,3.5,3,5,3.5,5,3,3.5,1,2.5,3,4,4.5,4,4.5,5,3.5,3,5.5,4,2.5,3,186,26.014568,4,-1.442424,-0.918794,-0.479146,-0.066227,0.611751,1.314991,28,3,176,20.983988,3,-0.876459,0.472616,0.493573,0.29334,0.800365,0.199994,28
5,6,6,4,4,2,4,4,5,2,5,2,6,6,6,2,7,6,4,7,2,1,6,6,5,3,3,6,4,5,3,2,4,2,4,5,5,3,7,7,5,7,3,1,3,187,23.449341,3,-0.433346,-0.502584,0.774682,1.112603,-0.386083,-0.714864,37,3,172,21.971336,3,0.61359,0.614413,0.009722,0.727725,-0.374031,-0.593529,37
6,6,6,2,2,4,4,4.5,4,2,5,4,4,6,5,3,6,5,4,6,2,1,7,3,2,2,3,4,2,6,2,3,5,7,2,2,6,4,5,3,2,7,1,3,2,186,24.280264,4,-0.053616,0.59605,-0.232204,0.720646,-0.869934,-0.388923,41,2,174,25.432686,4,0.635931,1.447815,-1.345477,-1.35262,-1.247162,-0.321954,35
5,5,3,4,3,6,5,4,4,2,5,5,5,4,6,2,5,3,4,5,3,3,7,6,4,1.5,3,5.5,4,5,3,3,4,5.5,3,4,4,4.5,4,5,2,5,3.5,4,2,170,25.259516,3,0.633017,-0.21899,-0.006149,-0.027189,-0.318432,0.360398,45,2,173,26.729927,3,0.192819,1.296836,-0.251796,-0.312874,-0.374031,0.250322,40
4,6,4,4,4.5,5.5,5,4,4,2,3,2,5,5.5,6,2,3,1,3,4,3,4,5,4,4.5,1.5,4,5.5,4.5,4,4,3,4,3.5,4,3.5,4.5,3.5,4,2,4.5,5.5,2,3.5,3,191,23.84803,3,0.499722,-0.503567,0.634127,0.811891,0.552413,0.892298,41,2,170,19.031141,3,0.068509,0.444088,-0.303129,-0.205726,0.022683,0.489825,42
3.5,5,3.5,4,4.5,6,5,4,4,4,2.5,3,4,4.5,5.5,4.5,5,5.5,6,6.5,2,4,3,4.5,4.5,2.5,4.5,3,4.5,4,2.5,3.5,3.5,4.5,5,3.5,4.5,2.5,6,5.5,6.5,6,2.5,5,3,170,21.799309,2,0.48928,-0.645855,0.095222,-0.262503,0.679402,0.150611,43,2,162,19.433014,4,-0.597969,0.035094,0.218045,-0.198779,0.270635,0.327998,41
4,6,6,5,2,5,3,5,3,4,3,5,3,5,4,3,5,6,2,6,3,2,5,6,4,5,7,5,4,4,5,3,3,3,4,6,4,3,7,7,1,5,1,1,3,191,19.18807,3,0.059523,-0.485204,-0.493721,0.18211,-0.671554,-0.355566,28,3,167,21.513859,3,-0.208525,-0.767815,0.977424,0.475241,0.84765,-0.958311,26
5,4.5,4.5,2.5,4.5,5,4,4.5,2,3.5,2.5,3.5,4.5,4.5,4.5,2.5,6,3.5,4,5.5,2.5,3.5,6,6,3.5,3,3,6,3.5,5,2.5,2.5,2.5,4.5,2,3,5,5.5,6.5,6.5,2,6,3,4,2,176,22.920971,3,0.069237,0.746046,0.087287,0.061657,0.369825,0.14668,29,2,178,23.671253,4,0.61359,0.75621,-0.513313,-0.441291,-0.147851,-0.333559,26
3,4,1,4,4,6,3,6,3,1,2,6,1,2,3,7,7,7,3,6,1,1,7,7,6,2,7,6.5,6,4.5,4,1,3.5,4,3.5,4.5,6,2,7,7,1,7,1,1,2,195,24.983564,2,0.306686,-0.50455,-1.087681,-1.331073,0.066275,-0.884214,47,2,170,27.681662,2,0.900337,0.880627,1.124053,0.935554,1.339814,-1.219422,42
5,6,6,2,5,5,5,4,4,3,4,2,5,5,5,3,6,1,5,6,4,5,5,5,3,3,4,6,4,5,5,3,3,3,5,4,5,3,6.5,3,1.5,6,2,1.5,2,197,21.386791,3,0.078951,0.311473,0.75509,0.705992,0.419397,0.738732,38,2,160,23.828125,4,0.61359,-0.237353,0.235776,-0.045087,0.121873,-0.462769,36
4,4,3.5,2.5,3,4,4,3.5,2.5,2.5,3,3.5,4,4,4.5,4,7,6.5,6.5,7,2,4.5,5,5.5,4,2,3,5.5,4,3.5,3,1.5,2.5,2,3.5,4,2.5,2,7,5,6,6.5,3.5,4,2,185,22.498175,2,-0.465402,0.319671,-0.545054,-0.255139,-0.120052,-0.10854,35,2,182,25.359257,3,-0.640466,0.595067,-0.259731,0.61383,0.006937,0.145493,34
5,6,5,3,3,6,4,3,4,1,2,2,5,6,5,4,6,2,1,6,3,5,4,4,4,4,3,5,3,5,3,4,4,6,4,3,4,5,7,4,5,7,1,1,2,178,25.249338,4,0.077494,0.046241,0.271239,0.863531,0.133926,0.131848,40,2,165,26.446281,3,0.059523,-0.219973,-0.545054,-0.99331,-0.683607,-0.542261,39
4,6,6,5,3,3,4,5,5,4,3,2,5,5,4,4,5,2,4,4,4,5,4,5,3.5,4,5.5,5,4.5,4,2.5,2,2.5,3,5,4,5.5,4,7,3,4,5,5.5,4.5,2,190,21.606647,4,-0.473659,-1.052392,0.271239,0.431539,-0.120052,0.914332,36,2,172,21.633316,3,0.222689,-0.078175,0.598665,0.017218,0.766539,0.588281,35
3,5,3,5,4,5,5,3,3,1,2,2,3,4,4,3,6,4,5,6,4,4,3,3,4,5,5,4,4,5,5,2,4,5,6,5,6,4,7,6,3,7,2,3,3,183,28.367523,3,-0.476572,-0.769781,-0.287258,0.361289,0.685428,0.357977,30,2,177,20.747551,3,0.367883,-1.336969,0.184443,-0.325907,0.109821,-0.59139,28
5,6,6,4,6,3,6,3,4,2,3,2,4,6,4,4,4,3,3,4,3,2,4,6,3,3,4,5,5,3,4,2,4,2,6,6,6,2,4,3,3,4,4,4,2,179,20.910707,3,-1.009754,-0.21899,0.735498,0.841798,1.224878,0.381827,33,2,175,17.306122,3,0.098379,-0.238336,0.774682,0.760654,0.177472,0.715921,29
4,7,4,6,3,4,5,2,6,1,2,1,2,6,5,2,6,7,1,7,1,1,6,4,5,2,6,4,6,6,4,4,2,3,5,4,6,4,6.5,7,1,7,1,1,1,190,26.03878,4,-0.723736,-1.601218,-0.235925,1.283991,0.443503,-1.113321,29,2,178,21.461937,4,0.635931,0.59605,0.44224,-0.223601,1.478856,-1.166372,29
4.5,4,4,5,6,4,3.5,4.5,6,3.5,1.5,3,2.5,4.5,1.5,4.5,7,4,3,7,1,4,3.5,5,4,1,1,4.5,4,4.5,3,4.5,4,6,5,3.5,6,6,5,4.5,4,4.5,2.5,2,1,190,19.944599,3,-1.05978,-1.193698,-0.211554,-0.273014,0.831904,-0.408213,24,2,176,23.889463,1,0.367155,0.433433,-0.49,-0.993464,-0.857882,0.124701,28
5.5,5.5,4,1.5,3,6,4,3.5,4,2,4.5,3,3,4,4,4,6,6,1.5,6,2,3,3.5,4,5,4.5,5,5,3.5,3,5.5,3,2.5,4.5,5,3,3.5,3,6,3.5,1,6.5,4,1.5,1,181,26.555965,3,-0.075958,0.586377,-0.39049,0.145223,-0.50102,-0.508223,35,1,170,20.069204,4,-0.62031,-1.203862,0.200314,-0.273723,0.336,-0.354215,32
6,3,6,4,6,4,6,3,4,3,4,4,5,6,2,4,3,1,3,6,4,5,5,6,4,5,4,5,6,5,5,3,4,3,3,5,6,5,4,1,1,4,4,5,2,183,22.096807,2,-1.318114,0.065587,0.164852,0.030112,0.970899,0.852381,35,2,167,20.79673,3,0.634474,-0.767815,-0.00987,0.072277,0.487048,0.802739,33
6,6,3.5,2.5,3.5,6,3,5,3,1.5,2,4,3.5,3.5,3.5,4,7,2,7,6,4,2,4,6,6,4,4,5,4,4,5,2,1,3,6,4,4,2,5,1,1,5,3,4,3,186,21.100706,3,0.182376,0.747028,-0.000074,0.03108,-0.054688,0.409299,42,3,163,27.852009,3,-0.208525,-0.787161,0.774682,0.720008,0.62983,0.344889,41
5,5,3,4,3,4,2,5,3,3,2,4,6,5,5,2,6,2,5,5,2,3,6,4,4,4,3,5,4,5,4,4,5,4,5,4,4,3,1,5,1,2,1,1,2,176,21.629648,4,0.080408,0.064604,0.255368,0.094197,-0.485227,0.337615,31,2,173,22.720438,4,0.059523,0.065587,-0.283537,-0.333792,-0.628009,0.248529,27
5,2,4,3,4,3,6,3,5,4,3,4,5,4,4,3,3,4,5,5,5,5,4,5,2,3,3,5,4,4,3,2,4,5,5,4,4,4,4,4,4,5,4,4,2,174,23.781214,3,-1.009754,-0.237353,-0.596388,-0.61118,0.741027,1.028028,29,2,175,23.836735,3,-0.208525,0.045259,-0.006149,-0.41531,-0.374031,0.598407,28
4.5,4,5.5,4.5,5,3.5,4.5,4.5,3.5,4.5,4,3.5,4,4,4.5,4.5,3.5,3,6.5,5.5,6,3.5,4,4.5,3.5,2.5,2.5,3.5,3,5,3,1.5,4,4,3,4,4,3.5,6.5,3,1.5,6,3.5,1,2,190,22.99169,3,-0.330649,-0.352097,-0.061203,-0.366308,0.264609,1.091417,28,2,160,19.53125,3,-0.340363,0.177874,-0.788841,-0.04318,-0.80457,-0.356778,23
3,5,5,5,3,4,4,5,4,2,2,2,4,6,5,3,6,4.5,1,7,2,1,6,6,3,2,6,5,5,5,2,4,4,2,4,4,6,2,5.5,6.5,5,7,2.5,1.5,2,178,21.777554,3,0.080408,-1.053375,-0.267666,0.72119,0.133926,-0.781815,31,2,174,21.799444,4,0.634474,1.163238,0.735498,0.218237,0.661323,-0.387432,30
6,5,4,4,5,3,5,4,5,3,3,4,5,5,5,3,4,4,4,5,4,4,5,4,2,2,4,6,3,6,5,4,5,5,2,4,6,5,7,6,2,7,3,2,1,186,30.061279,3,-0.454231,-0.218007,0.477702,0.076111,0.673375,0.598407,31,2,162,20.95717,3,1.169113,0.027879,-0.826164,-0.967506,-0.69566,-0.698323,29
5.5,4,3.5,2.5,2.5,5,3.5,3,2.5,3,4,4,3.5,3,4.5,3,4,4,3.5,5,2.5,2,4.5,4.5,3,2.5,2.5,6,4.5,3.5,3.5,2,2,3,3.5,4,4.5,2,5,5.5,3,4,2.5,2.5,2,185,21.913805,4,-0.332835,0.746537,-0.796776,-0.385559,-0.649782,0.159003,33,3,177,25.535446,4,0.06778,0.178366,-0.658082,0.160018,0.167752,0.054817,29
4,5,4,3,3,4,3,5,2,3,3,3,3,4,4,4,5,6,1,5,2,2,4,3,2,2,3,5,4,4,4,4,4,4,4,4,4,4,4,3.5,2.5,4,4.5,2.5,2,175,23.510204,3,-0.207068,0.328853,-0.529184,-0.063173,-0.429629,-0.435631,32,2,157,25.964542,3,-0.208525,0.026896,-0.822443,-0.842521,-0.374031,0.504912,28
6,6,5,4,4,6,4,5,4,4,4,5,3,4,5,4,6,4,5,5,5,4,6,5,3,5,7,6,6,5,3,4,2,4,6,5,5,5,6,4,5,6,4,3,3,186,23.12406,4,0.61359,0.065587,-0.00987,-0.202767,-0.132105,0.596826,44,2,162,23.624447,3,0.61359,0.08395,1.223071,-0.45106,1.720781,0.245076,42
6,4.5,5.5,5,3,5,4.5,3.5,5.5,4,2,4,5,3,3,4.5,5,4.5,2.5,4.5,4,4.5,4,4,2.5,3,4.5,4,5,5,4.5,3.5,4.5,2.5,4,3.5,3.5,4,5.5,5,3.5,5,3,2.5,2,168,32.242062,2,-0.630024,-0.625036,-0.144843,-0.423733,0.288714,0.415902,36,1,178,25.249338,3,-0.350806,-0.380133,-0.182166,-0.449308,0.171445,0.021164,31
4.5,4.5,3.5,4,3.5,5.5,3.5,3.5,4,1,2,3.5,3,4.5,4.5,2,5,3.5,1.5,5.5,3,2,5,4.5,5,2,3,3.5,4.5,3,3,4,4,5,4,4,4.5,3.5,5,6,4,5,3.5,2.5,2,186,26.014568,3,-0.065515,-0.361278,-0.546915,0.359667,0.100101,-0.118239,38,1,168,19.84127,3,-0.732721,0.595067,-0.40636,-0.343107,-0.219242,0.090239,38
4,4.5,4,3,5,4.5,3.5,4.5,3.5,3,3.5,3.5,4.5,4,3.5,4.5,4,4.5,4.5,4.5,3.5,4.5,4.5,5,4,4.5,4.5,4.5,4,4,3.5,3.5,4,4,4,3.5,5,4,3,5,4,4,4.5,4,2,178,27.774271,4,-0.351534,-0.096538,0.208249,-0.26436,0.082021,0.672509,43,2,164,20.449137,3,-0.054345,-0.352097,0.095222,-0.327055,-0.011142,0.799925,42
6,5.5,4,3,4.5,2.5,4.5,4.5,3.5,2,6.5,2,2.5,4,4,2.5,5.5,5.5,2,5.5,4.5,3.5,4,5,3,5,7,6,6,5,2,1,6,6,5,6,6,3,7,6,2,7,2,1,2,183,25.680075,3,-0.740978,0.472616,-0.15836,0.476604,-0.4913,0.033095,24,2,178,28.405504,2,0.901065,-0.20161,0.961553,0.112499,0.704868,-0.919517,36
5,5,5,3,4,3,5,2,3,3,2,2,2,4,4,3,5,5,3,6,2,4,6,3,2,5,3,6,5,6,4,2,5,4,5,4,5,3,6,6,2,6,2,2,2,196,26.551437,4,-1.277802,0.329836,-0.548776,0.317822,0.685428,-0.046448,35,3,178,21.14632,3,0.881637,-0.199644,-0.560925,-0.429019,-0.318432,-0.56996,34
3,4,5,3,2,6,4,3,5,3,5,3,2,6,6,3,6.5,6,1,6.5,2,2,6,5,2,4,6,4,6,6,3,6,2,4,4,4,2,6,1,5,2,4,2,1,1,172,26.365602,3,0.36497,-0.806507,-1.310015,0.315169,-0.869934,-0.790615,45,1,165,26.078972,2,-0.513971,0.349181,0.45811,-1.114037,1.478856,0.198038,38
2,4.5,2.5,5.5,5.5,1.5,2.5,4.5,5.5,4,2,3.5,6,4,4.5,3,4,4,4,4,4,4,3.5,4.5,4.5,4,4,5.5,4,3,1.5,1.5,2,2.5,3.5,4.5,4,1.5,5,3.5,2.5,5,4.5,4,3,180,30.864197,1,-0.863831,-1.895959,0.721488,-0.376281,0.274375,0.728962,49,3,167,26.533758,3,-0.343277,0.06313,-0.295194,0.603436,0.375852,0.437606,32
5.5,5,4,5,3.5,5,4,4,4,2,2,2,3.5,4.5,3.5,2.5,5.5,2,1,6,1,1.5,5,4.5,3,3,3.5,4,5,4,4.5,2.5,3.5,2.5,4.5,4,4.5,3,6.5,6,1,6.5,1,1.5,3,183,25.381468,4,-0.352262,-0.341933,-0.277462,0.473337,0.254889,-0.42684,47,3,163,22.582708,4,-0.331378,-0.095556,-0.154639,0.019229,0.183498,-0.955359,40
5,4,4,4,3,3,4,4,4,5,4,5,3,3,4,5,3,4,5,4.5,3.5,5,6,6,3,2,6,6,5,6,3,2,5,4,6,6,6,3,6,4,2,7,1,2,2,178,23.355637,3,-0.741707,-0.21899,-0.806572,-1.004083,-0.374031,0.930865,43,2,168,21.258503,3,1.169113,0.879644,1.258533,0.368697,0.407344,-0.63024,41
4,5,5,3,5,4,4,4,4,3,4,4,3,3,5,4,3,3,2,4,2,2,6,3.5,4,2,3,4.5,4.5,3.5,2.5,5,4.5,5,4.5,4,5,4,4,3,4,6,3,2,2,176,24.535124,3,-0.18764,-0.238336,-0.045333,-0.206293,0.109821,0.277308,43,1,169,20.307413,3,-0.188368,1.021441,-0.55299,-0.805868,-0.346231,0.223042,42
5.5,4.5,5,3,3.5,3,4.5,3,3,2.5,2.5,2,3.5,4,3.5,4,6,4.5,5.5,6,1,5.5,5,3.5,3.5,2,2.5,2.5,3.5,4,3.5,3.5,5.5,4.5,4.5,3,5,2,4,2.5,4,5,2.5,3,2,186,25.147415,4,-1.153492,0.472124,-0.416156,0.182598,0.282688,0.208967,30,2,167,26.892323,4,-0.587527,0.45327,-0.673953,-0.453167,-1.030749,0.456994,27
6,2,6,1,3,2,3,5,2,6,6,6,4,5,6,3,4,2,7,6,2,5,4.5,5,2,6,5,3,2.5,4,5,4,3,6,6,4,2,5,1,4,3,3,1,1.5,1,180,22.222221,3,-0.165299,1.42847,-1.099831,-0.779042,-1.191564,0.849713,28,2,172,22.985397,3,-1.316658,-1.175335,0.739219,-0.957089,-0.100566,0.468362,22
2,5,5,5,3,6,6,2,6,2,2,3,4,3,4,4,7,5,5,6,2,2,5,4,5,2,3,4,4,5,4,4,4,4,6,5,4,4,7,6,3,7,1,1,3,184,27.76465,3,-0.478029,-1.90514,-0.267666,0.061034,0.753079,-0.279797,32,2,168,18.424036,3,-0.207068,0.311473,-0.02202,-0.219719,-0.374031,-0.925484,32
4,5,6,5,3,6,5,2,6,3,5,3,5,6,4,3,6,5,1,7,2,2,7,3,4,4,3,4,3,6,3,5,5,4,5,4,5,4,7,6,1,6,1,1,3,180,27.469135,3,-0.478029,-1.335986,-0.006149,0.571179,-0.318432,-0.713557,36,2,174,22.460033,4,0.348455,0.633758,-0.560925,-0.746938,-0.937585,-0.999581,34
5.5,4,3,3,3.5,4,5,5,4,3,2.5,5,3.5,5.5,4.5,5,6,6,1.5,6,3.5,2,4,5,4,4,3,6,3.5,4.5,3,2.5,2,5.5,5.5,3.5,6,5,6,5.5,3.5,6,3.5,3,3,187,22.877405,4,-0.06333,0.18853,-0.55485,-0.512902,0.437476,-0.458683,34,3,178,18.937002,3,0.767041,-0.219973,0.12461,-0.515823,-0.020862,-0.096488,36
6.5,3.5,6,4,5.5,5,2.5,3,3.5,3,3.5,3,4.5,3.5,3,3,3,4,6,5,4.5,4.5,4,5,2.5,2,3,4,4,3,2.5,4,4,4.5,3.5,4,4,4,1,5.5,6,4,4,4,2,180,23.456791,3,-0.764048,0.349673,0.051824,0.032741,-0.106592,1.019757,46,2,168,22.321428,3,-0.743163,0.452287,-0.398425,-0.570613,-0.374031,1.117989,28
3,5,6,3,4,4,4,3,3,2,4,3,5,6,5,2,4,4,5,6,5,3,5,4,4,3,5,5,4,5,4,4,4,5,4,2,4,5,1,4,5,7,1,1,2,181,25.335003,3,-0.455688,-0.239318,0.235776,0.845632,-0.132105,0.565571,30,1,160,21.875,3,0.059523,0.046241,-0.061203,-0.997192,0.109821,0.094342,28
4,4,5,3,4,4,4,4,4,4,4,3,4,5,5,2,4,1,4,5,3,4,3,5,2,4,3,5,5,5,5,2,5,5,3,4,5,5,4,1,2,5,3,4,2,183,23.888441,3,-0.18764,-0.238336,-0.303129,0.179363,-0.132105,0.757968,56,2,170,25.951557,3,0.346999,-1.071738,-0.529184,-0.550713,-0.318432,0.553316,42
3,6,5,4,6,2,5,5,5,2,3,3,5,6,5,2,5,3,5,3,5,5,7,6,5,5,6,6,6,6,2,2,3,4,3,4,6,2,6,6,2,7,2,2,2,186,24.280264,3,-0.452774,-1.071738,0.997016,0.867009,0.915301,1.166223,32,3,170,20.761246,3,1.169113,0.652121,0.473981,0.474414,1.224878,-0.700516,40
6,5,6,2,6,4,6,6,6,3,6,3,6,7,6,5,5,1,3,5,5,3,4,6,4,6,3,5,4,7,4,4,6,4,5,5,5,4,7,1,4,7,7,1,2,182,23.245985,3,0.635931,0.028861,0.981145,0.432533,0.462943,0.653229,40,2,163,24.088223,3,0.883094,-1.034029,0.271239,-0.059647,-0.881987,0.27303,39
4.5,4,3.5,3,3,6.5,4,4.5,3.5,1,1.5,3,3,4,3.5,2.5,5.5,2,4.5,5,4.5,5,5.5,4.5,5,4,6,4,6.5,4.5,1.5,2.5,4.5,2.5,5,4,5.5,3,2,7,1,1,1,1,2,171,22.571047,3,0.181648,0.04575,-0.806572,0.220678,0.260915,0.836036,36,2,172,24.337481,3,0.090122,0.632284,0.580934,0.253862,0.998698,0.094414,33
6,5.5,4,2,4,3.5,4.5,2.5,4,1.5,4.5,4,4.5,4.5,4,2.5,6,4,3.5,5,2,3,5,3.5,3.5,3.5,3.5,4.5,4.5,4,2.5,4.5,5.5,5.5,6,4.5,5.5,4,6,4.5,3.5,6,2,2.5,2,184,32.490547,4,-1.010483,0.59605,0.243712,0.355654,-0.104306,0.005555,42,2,173,22.720438,4,0.089393,0.339017,-0.039751,-0.793061,-0.479247,-0.226093,37
3,6,6,4,2,6,6,6,6,5,4,6,6,7,4,2,1,1,7,2,1,6,6,6,4,2,4,4,3,5,3,4,4,2,4,3,4,2,7,4,3,7,1,2,3,180,37.65432,2,0.594162,-1.355332,0.290831,0.314504,0.003197,1.784129,29,2,169,24.158817,3,-0.207068,0.879644,0.251647,0.203394,-0.441682,-0.634014,28
5,6,6,3,4,5,4,3,3,2,3,2,5,6,6,3,4,3,3,3,2,2,5,5,3,2,2,5,4,5,4,3,3,3,4,4,6,3,4,4,4,4,3,3,2,174,31.377989,3,0.098379,0.329836,0.513164,0.9772,0.121873,0.404089,42,2,165,20.56933,3,0.634474,0.311473,-0.509592,-0.045087,-0.361978,0.507769,38
4,4,5,3.5,3,4,3,4,4,5,5,4,3.5,3,5,4,4,3,5,4,5,4,5,5,4,4,4,3,5,4,3,4,4,4,3,4,4,5,7,7,4,6,1.5,3,2,180,24.074074,3,-0.18764,-0.370951,-0.675813,-0.623087,-0.937585,1.028868,41,2,175,22.204082,3,-0.741707,0.064604,-0.287258,-0.465903,0.177472,-0.50194,36
5,5,6,3,5,5,5,3,3,2,3,2,3,6,5,2,6,4,2,6,2,2,5,5,6,2,2,5,3,4,4,2,6,4,5,5,5,2,6,4,3,7,2,2,2,179,28.713211,3,-0.189097,0.329836,-0.045333,0.973909,0.673375,-0.39139,40,2,178,24.618103,3,0.078951,0.311473,-0.248075,0.585195,-1.433489,-0.41962,34
5.5,6,3,4.5,4.5,5,5,5,5,2,4,5.5,4,6,3,4.5,5,5,3,5,3,3,6,3.5,3,3,2,5.5,3,6.5,3,5.5,3.5,5.5,5,3,6,5,5,5,3.5,5,4,2,2,184,25.106333,0,-0.227952,-0.492911,0.37261,-0.026822,0.298434,0.079501,39,2,165,23.875114,2,1.169841,0.614413,-0.664157,-1.324409,-0.798543,0.126058,33
4,4,4,4,4,5,5,4,3,3,2,4,5,5,5,4,4,2,2,4,4,3,4,5.5,3.5,3,5,5,4.5,4,3.5,3.5,4,4.5,5,3.5,4,3,5,3,1.5,5.5,3.5,3,3,191,23.025684,3,0.078951,-0.219973,-0.041612,-0.197986,0.685428,0.58998,39,3,165,19.834711,3,-0.208525,-0.096538,0.616396,-0.245102,0.264609,0.093451,38
4.5,4.5,3.5,3.5,4,4.5,3.5,2.5,4,4,4,4,4,3,3.5,3.5,5,2.5,3,4.5,3.5,2.5,5,5,4,4,5,3.5,4.5,3,3,3,3,4,4,4.5,4.5,3.5,6.5,5,1.5,6,1.5,2,3,194,19.396322,4,-0.88763,-0.228663,-0.164435,-0.522963,-0.286893,0.365688,34,3,170,17.99308,4,-0.732721,0.064604,0.216185,-0.05767,0.518587,-0.639036,32
