yeara,mktcap,nFIRM,comp,nCEO
1992,,,4590.9585,127
1994,,,2350.4175,494
1991,,,2385.1953,264
1992,,,1947.3286,474
1994,,,3536.1846,308
1995,,,5273.7251,254
1996,,,6652.0073,232
1991,,,2723.8723,213
1992,,,3405.749,209
1993,,,8838.4551,67
1994,,,4776.8057,199
1995,,,12975.359,57
1996,,,17668.066,58
1997,,,8297.7803,200
1998,,,27531.646,50
1991,,,1969.1136,327
1992,,,2920.0305,264
1993,,,7206.9966,86
1991,,,1931.1648,341
1992,,,4166.541,143
1991,,,5512.0137,60
1992,,,7129.397,64
1993,,,24347.617,6
1991,,,2722.188,214
1992,,,3050.7966,247
1993,,,3570.5369,282
1995,,,3914.8503,386
1995,,,3083.9539,499
1996,,,4210.3862,420
1997,,,9815.3789,156
1998,,,7905.3149,276
1999,,,10700.935,237
2000,,,14430.043,149
2001,,,11855.935,147
2002,,,13179.899,109
2003,,,18446.471,55
1992,,,2081.5693,431
1993,,,3002.2832,348
2001,,,5311.377,436
2002,,,5745.8018,358
1991,,,3343.3777,156
1992,,,3420.9346,207
1993,,,4100.6069,221
1994,,,5507.3281,147
1995,,,6964.772,181
1996,,,20417.441,42
1997,,,12835.658,107
1998,,,9785.8408,213
1999,,,10259.149,247
2000,,,12744.126,179
2001,,,13521.258,117
2002,,,14608.862,91
2003,,,17085.803,64
1991,,,2587.8494,230
1992,,,3084.8472,241
1993,,,5706.2231,137
1994,,,5341.5132,158
1995,,,6650.1792,191
1996,,,8907.1826,156
1997,,,10024.441,149
1998,,,20614.93,91
1999,,,17414.191,137
2000,,,9562.2813,268
2002,,,10362.089,153
1991,,,4026.0496,123
1992,,,3601.3962,186
1993,,,4369.8848,195
1994,,,3592.8701,303
1995,,,4072.1616,367
1997,,,4874.1548,399
2003,,,5125.5083,452
1996,,,5564.6128,288
1999,,,7093.79,351
2000,,,7003.6782,376
1997,,,4256.4375,463
2002,,,4273.5977,489
1997,,,11721.345,125
1999,,,5696.144,437
2000,,,9706.0957,266
2002,,,6533.5234,309
2003,,,10112.315,174
1991,,,2134.7471,298
1992,,,2506.8533,324
1993,,,2442.2026,447
1992,,,2896.5671,268
1993,,,3884.7944,249
1991,,,2993.7117,181
1992,,,3028.959,253
1993,,,3390.064,306
1994,,,2816.8633,408
1997,,,4140.3374,474
1998,,,9242.7061,229
1999,,,34448.898,51
1991,,,1439.1414,456
1993,,,2284.2429,491
2002,,,4915.1631,428
2003,,,14084.31,91
1995,,,10477.407,82
1993,,,4000.9321,235
1991,,,1542.4038,423
1992,,,2816.8896,281
1993,,,2445.5918,446
1995,,,5288.853,252
1996,,,5538.0571,296
1993,,,11252.402,41
1994,,,3141.3765,356
1995,,,5527.8892,240
1997,,,9476.3193,167
1998,,,25922.045,55
1995,,,3147.2456,489
1999,,,6052.1719,403
1993,,,2869.7048,366
1994,,,6910.5732,100
1995,,,3109.5024,494
1996,,,4254.9155,414
1997,,,6258.5474,278
1998,,,7281.856,312
1999,,,8016.6831,307
2000,,,8987.7959,286
1992,,,10776.899,28
1995,,,4940.3877,279
1996,,,5255.3262,318
1997,,,5002.6196,386
1991,,,1394.2318,475
1992,,,2372.6228,348
1993,,,8752.2002,68
1994,,,8289.6855,68
1995,,,10037.529,87
1991,,,1336.7308,494
1992,,,2055.7107,438
1993,,,2922.7039,359
1997,,,4838.7437,403
1998,,,21314.488,88
1999,,,117669.13,10
2000,,,10958.76,226
2002,,,11680.68,133
2003,,,13546.89,100
1991,,,1509.2626,436
1999,,,5400.9639,456
1991,,,1522.4026,432
1997,,,5655.4292,334
1996,,,4549.3628,381
1997,,,7307.5464,233
2001,,,5840.8755,392
1992,,,2843.8438,275
1993,,,4161.3403,212
1994,,,21216.307,16
1995,,,4002.6719,375
1996,,,3934.6282,455
1997,,,14582.133,84
1991,,,2233.1523,282
1992,,,1955.7524,472
1993,,,2865.127,368
1994,,,2627.7502,445
1996,,,3775.6597,477
1998,,,4830.834,487
1993,,,7024.4199,95
1994,,,5841.7612,133
1995,,,3713.8193,414
1996,,,3683.3257,488
1997,,,4318.499,454
2003,,,5896.2056,387
1995,,,6046.2842,219
2000,,,5228.1021,482
2001,,,4908.563,469
2002,,,4337.4072,483
2003,,,5027.6563,461
1991,,,1449.054,454
1992,,,3324.2861,216
1997,,,13979.177,92
1991,,,5637.9517,55
1993,,,2735.6155,397
1994,,,3276.4888,338
1995,,,7326.6953,164
1991,,,5926.4795,53
1992,,,15879.987,9
1993,,,32105.541,4
1994,,,71200.578,1
1995,,,138896.22,2
1996,,,5069.4204,334
1997,,,4577.7856,432
1998,,,5524.9541,425
2000,,,8177.1479,320
1996,,,4454.9683,394
1994,,,5193.8066,173
1995,,,7613.4556,150
1996,,,6833.8267,220
1991,,,2006.5902,321
1992,,,2432.1702,337
1993,,,2800.7996,381
1994,,,2640.4626,438
2001,,,10399.447,181
1992,,,2856.4099,274
1993,,,4568.8755,180
1994,,,5404.3013,157
1995,,,3193.3508,482
1996,,,4647.6143,369
1997,,,4173.978,471
2001,,,4690.2026,495
2002,,,8495,209
1991,,,1826.3279,366
1992,,,2483.7407,328
1993,,,3824.2107,256
1994,,,2570.4197,455
1996,,,3867.5002,469
1998,,,5744.1514,403
2001,,,4794.3208,482
2002,,,5013.9468,420
2003,,,4865.6572,480
1992,,,2240.1538,387
1991,,,2308.8218,272
1993,,,2842.0376,374
1997,,,4096.2725,480
1999,,,11727.323,210
2000,,,7393.186,357
2001,,,5878.9917,387
2002,,,4772.2012,443
1994,,,5523.6289,146
1995,,,10268.534,85
1996,,,10416.313,129
1997,,,6613.1362,261
1998,,,14270.457,140
1999,,,37433.273,46
2000,,,17696.525,113
2001,,,12430.598,135
2002,,,7769.5664,231
2003,,,9189.2832,208
1991,,,1365.7209,484
1992,,,2470.5012,331
1993,,,3989.5459,238
1997,,,4029.2178,490
2000,,,6397.6665,410
2002,,,4828.2407,437
1995,,,33641.637,8
1998,,,6124.9658,380
2001,,,6198.6763,362
2003,,,6599.3818,326
1991,,,1736.8086,378
1991,,,1417.9929,465
1991,,,1982.726,325
1992,,,2106.3872,426
1993,,,2921.925,360
1998,,,6187.5776,375
1991,,,1788.2078,371
1995,,,3390.5459,447
1998,,,5381.7285,431
1999,,,6952.1279,356
1991,,,3178.4075,169
1992,,,5922.8569,87
1993,,,6008.73,116
1994,,,7643.7197,80
1995,,,5456.9907,244
1996,,,5933.3613,261
1997,,,6434.5078,268
1998,,,7840.0615,281
1999,,,6923.5918,358
1998,,,5637.938,413
1999,,,5028.3018,496
2001,,,5555.3408,413
2002,,,6939.7954,283
1998,,,5448.3018,427
1992,,,2449.199,334
1998,,,5993.4102,388
1997,,,4099.374,479
1992,,,2785.7151,283
1992,,,3785.1697,167
1993,,,5354.9683,153
1994,,,4148.9678,248
1995,,,4454.9849,327
1996,,,5806.4805,270
1997,,,8558.1123,192
2000,,,5446.2939,464
2001,,,4875.0303,473
2002,,,5501.7222,381
2003,,,5907.9077,385
1992,,,1997.5741,460
1993,,,2615.7244,420
1994,,,5226.4028,168
1991,,,1865.74,358
1992,,,2208.0798,401
1998,,,6868.4077,337
1995,,,3663.1475,419
1998,,,4793.0249,493
2001,,,6846.3525,331
2003,,,12201.239,123
1992,,,2715.1074,294
1997,,,4260.8398,461
1999,,,11876.066,208
2001,,,8728.6885,236
2002,,,5627.8682,366
2003,,,4948.4277,472
1999,,,7199.4141,343
2001,,,8570.3867,241
2003,,,5290.2793,431
1992,,,2304.8381,371
1993,,,2558.6858,427
1996,,,5028.8013,337
1998,,,5736.9824,404
1995,,,7058.1992,178
2000,,,12782.74,176
1991,,,1881.899,349
1998,,,5932.9839,392
2000,,,10983.554,225
2001,,,9444.4131,211
1998,,,5346.1196,434
1991,,,2089.8643,307
1999,,,5966.2021,408
2002,,,4756.3091,446
1995,,,4017.2012,372
1995,,,3915.8828,385
1997,,,5555.0039,343
1993,,,6905.4204,99
1996,,,6823.0903,221
1997,,,4603.9497,431
2000,,,13939.676,154
2001,,,13534.941,115
2002,,,18929.93,53
1991,,,2101.1348,304
1996,,,4469.4277,389
1998,,,4757.7783,497
2003,,,6341.145,352
1994,,,21532.627,14
1995,,,7482.5811,157
1996,,,10184.046,132
1997,,,12370.188,115
1998,,,9781.2734,214
1995,,,4516.7036,320
1996,,,4576.311,377
1991,,,2281.4675,276
1995,,,4059.949,368
1999,,,245016.94,3
1998,,,8928.3018,239
1996,,,4586.0547,375
1997,,,4606.1938,429
1998,,,8265.5332,260
1991,,,4719.1387,83
1992,,,2129.3687,418
1993,,,2405.6143,463
1996,,,3665.6973,491
2001,,,8140.3525,252
1999,,,6911.7271,359
2003,,,6106.9492,371
1991,,,2728.2561,212
1992,,,2555.4424,315
1993,,,5614.5938,142
1994,,,7650.9443,79
1995,,,31657.287,9
1996,,,4247.9775,416
1997,,,5718.5244,324
1995,,,5202.4932,260
1998,,,4778.1865,495
1999,,,5870.7241,418
2002,,,6678.0532,303
1992,,,1963.6207,470
1992,,,1985.7728,464
1994,,,22279.859,12
1996,,,7245.9365,207
1997,,,6557.8174,265
1998,,,24534.494,65
2000,,,17116.307,125
2002,,,4873.6611,432
2003,,,6744.6323,320
1997,,,17148.936,66
1998,,,5073.1318,458
1991,,,1664.8341,392
1998,,,5663.75,411
1991,,,2003.0143,322
1992,,,2263.2065,380
1994,,,2419.4258,478
1995,,,3299.4841,465
1996,,,5563.1299,289
1997,,,8207.9893,203
1998,,,7297.6914,306
1999,,,9001.6992,278
2000,,,12826.892,174
2001,,,7616.3296,285
2002,,,7096.3081,274
1998,,,7747.0508,283
1999,,,7955.729,312
1999,,,5367.5142,462
2000,,,6419.4609,409
2001,,,9226.9082,218
2002,,,15573.846,78
2003,,,19459.125,51
1994,,,2613.9443,447
2001,,,9883.502,194
2002,,,9699.4961,169
2003,,,13769.01,96
2002,,,6438.1045,318
1994,,,2509.1904,463
1996,,,4251.1665,415
1998,,,5391.1333,430
1999,,,11423.261,216
2000,,,7890.5313,333
2001,,,6987.9165,322
2002,,,6936.0371,284
2003,,,5803.6113,393
1992,,,2120.1946,424
1994,,,4793.7729,196
1995,,,3630.2959,424
1996,,,3945.2063,452
1997,,,6667.7646,260
1998,,,6054.9185,384
1999,,,6001.2612,404
2000,,,10806.998,232
2001,,,5856.3862,390
2002,,,8048.5664,220
2003,,,9655.5518,192
1994,,,6149.5928,121
1993,,,2393.1069,468
1998,,,5131.8862,452
2000,,,6951.6768,379
1991,,,9728.0029,13
1992,,,2039.9513,446
1993,,,9486.377,59
1994,,,5302.2476,162
1995,,,8127.4277,134
2002,,,4766.7295,444
2003,,,8128.8481,258
1998,,,5090.7544,454
1991,,,2278.8223,277
1992,,,2427.6748,339
1993,,,2335.468,482
1991,,,1412.9028,467
1998,,,6312.5571,368
1999,,,8637.6748,292
2000,,,12724.341,180
2001,,,12642.377,133
2002,,,17271.619,68
2003,,,25750.563,26
1992,,,2621.6814,307
1993,,,3858.3171,250
1998,,,15876.246,126
1997,,,11285.288,136
1998,,,7337.2417,304
1991,,,1541.986,424
1992,,,1899.0179,485
1991,,,3223.1897,166
1992,,,3889.7805,158
1993,,,2925.2188,358
1994,,,2579.354,454
1995,,,4266.8657,343
1992,,,6884.019,67
1993,,,2408.6899,459
1998,,,6233.1167,370
2000,,,6056.8896,423
2002,,,5941.1953,349
2003,,,6149.8711,364
1991,,,6455.3647,43
1997,,,5417.8071,356
2003,,,5331.3696,430
1992,,,5252.5151,103
1993,,,4160.0273,213
1994,,,4049.8955,255
1991,,,1752.3484,375
1992,,,6415.6416,73
1993,,,16683.688,19
1994,,,7567.0693,82
1995,,,6127.2397,215
1996,,,41011.781,13
1997,,,4924.6953,392
1999,,,27509.865,71
2001,,,14312.919,101
2002,,,14805.835,89
2003,,,5390.5928,422
1994,,,3087.7917,367
1997,,,4715.5698,418
2001,,,5156.1958,442
2003,,,6033.52,378
1993,,,6855.4858,100
2001,,,4742.4961,488
1995,,,5360.2319,250
2002,,,7995.7192,223
1991,,,1357.8109,486
2002,,,6725.3359,299
1992,,,2322.6919,364
1991,,,6112.3853,48
1992,,,6014.9614,82
1993,,,5125.771,158
1994,,,5428.1826,152
1995,,,8448.7803,122
1996,,,5556.4473,291
1997,,,10148.645,146
1998,,,6553.125,351
1999,,,10615.525,240
2000,,,11527.363,210
2001,,,12595.392,134
2002,,,11204.038,139
2003,,,9543.5986,199
1997,,,14217.041,88
1998,,,7567.5552,293
2002,,,11801.889,131
1999,,,5005.2119,498
1992,,,2163.751,410
1993,,,2399.0166,467
1994,,,4358.5571,230
1996,,,3913.2559,463
1997,,,14099.34,90
1992,,,2182.1521,408
1996,,,6744.6753,224
2003,,,7185.4443,303
1991,,,1479.5061,447
1991,,,4237.9644,108
1993,,,2618.3101,418
1991,,,7155.0732,36
1992,,,1938.9602,477
1993,,,4035.8142,230
1994,,,2859.9353,402
1995,,,3353.9834,452
1996,,,3920.8198,459
1994,,,2802.3877,410
1995,,,3325.4961,458
1996,,,3735.2839,480
1998,,,8398.2949,256
2003,,,7137.5542,305
2003,,,4821.9146,489
1991,,,2195.509,286
1994,,,3118.6484,359
1997,,,5127.2163,376
2000,,,6727.3203,393
1991,,,1636.2352,397
1995,,,4137.9849,356
2003,,,7855.6616,271
1998,,,6362.2505,362
1999,,,23775.703,94
1997,,,4343.3428,450
1991,,,6580.9668,40
1992,,,8896.0313,46
1993,,,7827.0073,76
1994,,,5789.2695,136
1995,,,12487.271,64
1996,,,7251.1025,206
1997,,,7054.2578,243
1998,,,15874.449,127
1999,,,5544.875,444
2001,,,9705.7783,200
2002,,,10137.884,159
1991,,,2793.3867,205
1992,,,2749.5984,289
1993,,,3017.926,347
1992,,,1869.6504,498
1998,,,7920.7354,274
1991,,,4907.2979,77
1993,,,2447.6379,445
2000,,,6602.2959,398
2001,,,10975.191,169
2002,,,8727.4346,201
1991,,,8226.082,21
1992,,,3148.95,229
1993,,,15431.573,24
1994,,,3969.1702,262
1995,,,4480.6045,326
1996,,,7378.042,200
1998,,,86673.063,8
2000,,,20303.035,88
2001,,,21069.078,46
2002,,,20290.238,45
2003,,,22207.373,35
1995,,,5509.8564,243
1996,,,10748.371,123
1997,,,5049.6455,383
1998,,,17239.105,113
1999,,,7164.9531,346
2000,,,6771.1733,387
1991,,,3970.4724,126
1992,,,4623.3765,123
1993,,,3203.1042,326
1995,,,4702.6812,301
1996,,,5202.5957,322
1993,,,4753.7324,169
1991,,,1843.3795,363
1992,,,2065.3169,434
1993,,,3115.5522,336
1995,,,4438.3247,328
1996,,,4268.1802,410
1997,,,5861.4678,310
1998,,,6459.498,355
1999,,,5889.9971,416
2000,,,6963.7402,377
2001,,,6193.0962,365
2002,,,7331.9248,259
2003,,,7268.7358,297
1996,,,3648.1074,495
1991,,,2737.8215,210
1992,,,1932.9486,479
1993,,,7529.7153,81
1994,,,2682.5195,432
1993,,,4110.3843,219
1999,,,5137.311,480
2000,,,8329.4199,311
1991,,,2992.1143,182
1993,,,7296.9087,84
1991,,,1412.6586,468
1991,,,2742.1348,209
1992,,,2210.731,398
1993,,,4067.6294,225
1995,,,6492.8403,201
1996,,,5303.771,316
1997,,,4852.1104,401
1998,,,20152.814,93
2000,,,21042.137,81
2001,,,7950.3779,264
2002,,,13371.27,107
2003,,,7045.8975,308
1995,,,3209.0393,479
2000,,,5465.7163,463
1999,,,5345.9189,465
1996,,,4714.4521,363
1991,,,3627.1746,143
2003,,,5143.6304,450
1991,,,1718.1884,382
1992,,,1861.5897,500
1994,,,2407.2668,480
2000,,,5800.9375,436
2001,,,5667.0249,408
1996,,,9839.0576,134
1997,,,4043.7236,488
1998,,,7099.9102,323
1991,,,2167.8086,291
1992,,,3264.3425,221
1993,,,3955.6809,245
1994,,,2847.251,404
1996,,,11111.069,120
2003,,,5213.3398,439
1993,,,2272.0103,495
2002,,,4585.7559,459
1999,,,5459.5571,453
1999,,,5748.9458,430
1991,,,2094.2168,306
1992,,,2470.2444,332
1996,,,3755.6321,479
1997,,,4752.4419,414
1998,,,8159.3691,263
1999,,,9217.0342,273
2000,,,7794.6636,339
2001,,,5794.373,395
2002,,,4858.8818,433
2003,,,9808.5469,184
1991,,,1341.851,492
1993,,,2417.1821,454
1992,,,2130.292,417
1992,,,4794.3994,115
1993,,,10175.068,48
1994,,,4316.4438,234
1995,,,7078.1445,177
1996,,,19213.408,49
1997,,,5895.2441,305
1998,,,10076.576,202
1999,,,14799.981,164
2000,,,22300.729,72
2001,,,19637.465,56
2002,,,18834.143,55
2003,,,26829.143,25
2003,,,5627.0742,404
1993,,,4031.4224,231
1997,,,6381.6758,271
1993,,,2460.2197,444
1995,,,11944.406,70
1997,,,8165.0811,205
1991,,,2080.3635,309
1992,,,2090.1968,429
1993,,,5449.5952,149
1991,,,1534.4893,428
1991,,,1874.693,356
1992,,,9015.7979,43
1994,,,3975.1687,261
1996,,,7694.0029,190
1991,,,1328.499,497
1994,,,5829.0933,134
1995,,,9367.8975,104
1996,,,6616.6841,233
1997,,,10027.305,148
1998,,,13980.749,145
1999,,,8910.625,280
2000,,,10787.518,233
2001,,,17637.113,69
2002,,,23334.086,29
2003,,,15074.421,84
1991,,,1527.7032,429
2002,,,17304.832,67
2003,,,5065.0771,457
2003,,,7072.2749,307
1991,,,2990.4263,184
1992,,,3087.7483,240
1993,,,2332.7734,483
1995,,,3251.7402,472
1996,,,4406.3242,401
1997,,,8676.0801,185
1998,,,8928.6689,238
1999,,,10978.66,230
2000,,,10837.663,230
2001,,,6903.9565,326
2002,,,9845.2783,167
2003,,,9615.3662,196
1991,,,1620.8274,401
1992,,,2043.9952,443
1993,,,2426.7502,452
1994,,,2843.7117,405
1997,,,4524.9121,437
1992,,,2868.3267,273
2000,,,6770.1753,388
2002,,,4195.6016,498
1991,,,1694.5511,390
1992,,,1889.6493,490
1995,,,3459.5007,440
1996,,,5438.2881,306
1997,,,4300.0439,456
1998,,,5208.293,448
1999,,,5210.9731,476
1992,,,2764.5339,287
1994,,,2917.282,394
2002,,,4282.0376,488
2003,,,5638.4512,403
1994,,,2713.3296,427
2002,,,4220.6655,492
2003,,,7684.3955,278
1991,,,8030.2432,24
1994,,,7736.6646,76
1997,,,5688.271,328
2001,,,6033.6685,379
2002,,,5171.2554,411
1993,,,2310.9119,486
1995,,,8961.1543,110
1996,,,7603.4326,192
1998,,,13561.489,149
1999,,,51376.676,23
2000,,,31020.209,38
2001,,,8056.5718,256
2002,,,6188.251,335
2003,,,9627.3115,194
1998,,,4968.6851,471
2001,,,4759.3379,485
2003,,,4953.7739,471
1992,,,6414.708,74
1999,,,5369.376,461
2002,,,5519.4531,378
2003,,,15088.989,83
1994,,,3107.3298,364
1995,,,4161.4741,354
1991,,,1838.234,364
2001,,,6535.6504,349
2002,,,4193.0562,499
1993,,,2392.687,469
1995,,,7218.0156,171
1998,,,9626.1924,218
1992,,,2102.0537,427
2000,,,12520.635,186
1991,,,6328.6167,44
1992,,,8618.3281,47
1993,,,11409.134,40
1994,,,4073.5779,253
1995,,,9679.7578,97
2001,,,5133.6577,444
1991,,,1346.6886,491
1994,,,2339.4583,497
1998,,,4959.584,472
1999,,,5721.731,435
1992,,,5787.5615,92
1993,,,8309.8887,72
1994,,,3104.4658,365
1995,,,3233.1792,477
1991,,,2098.5012,305
2002,,,5310.8833,400
2003,,,8427.0166,246
2000,,,15903.483,132
2000,,,7162.3071,370
1994,,,9684.0322,52
1997,,,5018.0449,385
1998,,,4999.5991,468
1999,,,11223.021,225
2000,,,5148.2861,492
2001,,,13313.704,121
2002,,,10094.236,160
2003,,,14661.901,86
1991,,,4380.8091,97
1993,,,2635.5129,413
1994,,,4514.437,217
1997,,,5278.5386,366
1998,,,5089.4473,456
2000,,,7368.4834,359
2001,,,5274.5923,438
2002,,,5539.8213,374
1991,,,1788.511,370
1992,,,2028.1738,449
1994,,,2603.6921,449
1995,,,3370.9951,450
1996,,,3940.7908,454
1995,,,7274.2515,167
1997,,,6106.4399,290
1992,,,2128.1116,420
1993,,,2292.0825,489
1994,,,2687.9155,431
1995,,,8814.6182,114
1996,,,3890.5566,466
1998,,,6137.7085,378
1999,,,24728.127,86
2002,,,8712.4473,203
2003,,,5965.3975,382
1991,,,1400.2919,470
1992,,,1949.4094,473
1994,,,23926.467,10
1995,,,5255.8511,255
1996,,,29706.803,23
1997,,,12551.344,112
1999,,,5642.2939,438
2001,,,5119.9116,445
2002,,,5114.6064,417
1993,,,3694.7124,271
1995,,,4257.2368,344
1996,,,3724.6145,481
1998,,,5014.4731,464
1993,,,2707.9504,404
1994,,,2629.9705,444
1995,,,9572.1572,99
1996,,,5602.3081,286
1997,,,14869.248,79
1998,,,10378.521,192
1991,,,4170.6641,111
1993,,,2743.3589,393
1994,,,6080.1401,124
1995,,,8287.3633,131
1999,,,24107.533,92
2000,,,8861.0166,289
1994,,,4327.1426,233
2003,,,4770.4268,497
1994,,,2675.051,433
1993,,,4290.6489,202
1996,,,4167.646,423
1997,,,13346.323,99
2000,,,11208.464,217
2001,,,16826.172,75
2002,,,5689.8081,362
1993,,,4341.2549,197
1999,,,5289.2568,470
2000,,,9291.3115,279
1994,,,2898.2324,397
1996,,,4018.9255,439
1991,,,1452.4342,453
1998,,,6343.041,363
2003,,,5221.1582,437
1991,,,2769.0422,206
1992,,,2645.2998,303
1998,,,7063.8188,325
1999,,,6427.5508,379
2000,,,7390.7349,358
2001,,,25109.73,32
2002,,,17096.246,69
2003,,,18202.637,57
1997,,,4901.96,397
1999,,,5772.1328,428
1993,,,5092.2393,160
1996,,,4686.8208,365
1997,,,11689.351,127
2000,,,6001.3755,426
2001,,,6298.7285,360
2002,,,8377.9873,212
2003,,,5075.6001,456
1993,,,8323.6377,71
1999,,,5040.79,495
1992,,,8155.6914,51
1993,,,6506.5537,104
1995,,,24756.727,17
1998,,,7316.8032,305
2001,,,5770.2407,398
2002,,,4848.0029,435
1991,,,1357.4023,487
1992,,,2734.655,291
1993,,,2565.8586,425
1993,,,5648.502,140
1994,,,3205.801,347
1995,,,5646.5708,236
1996,,,17170.273,61
2001,,,5780.0479,397
1996,,,6243.8418,251
1998,,,5310.5776,439
1999,,,5817.4692,424
2003,,,5488.7129,412
1991,,,2705.2485,216
1993,,,5997.9873,117
1994,,,3568.1541,305
1996,,,4463.6577,393
1999,,,50735.086,24
2001,,,9317.2256,217
2002,,,6618.8145,305
2003,,,11892.681,130
1993,,,3293.3904,316
1994,,,3632.6621,299
1995,,,13417.86,55
1992,,,2355.9492,353
1997,,,4629.3154,425
1998,,,5005.1226,467
2001,,,8401.7012,244
1992,,,2246.3816,385
1994,,,2521.6521,460
1996,,,3686.6963,487
1997,,,5836.6294,311
1996,,,15270.524,72
1991,,,1588.853,406
1992,,,2146.6282,413
1993,,,4482.0718,184
1994,,,2953.9463,387
1995,,,4500.9556,323
1996,,,13090.591,93
1997,,,9432.5488,169
1999,,,5991.9448,407
1992,,,9292.5703,41
1993,,,2284.0291,492
1994,,,3817.5889,281
1996,,,5559.7983,290
1991,,,4704.7632,86
1992,,,23715.191,4
2000,,,8213.4316,318
2003,,,7630.4507,279
1991,,,1580.1409,410
1992,,,1989.0835,461
1993,,,2259.6868,499
1991,,,1930.7538,343
1992,,,2627.5481,305
1994,,,2812.5107,409
1996,,,4464.7593,392
1998,,,7154.6309,321
2002,,,6665.1885,304
2003,,,6405.9434,346
1995,,,6049.582,218
1994,,,2762.7866,416
2000,,,5219.3853,484
2003,,,4938.499,475
1995,,,3371.8816,449
1999,,,5117.7598,482
2000,,,7138.064,371
2001,,,6485.3613,352
2002,,,5872.3979,354
1997,,,4260.8389,462
1999,,,13043.793,188
2000,,,21176.531,79
2002,,,7242.8623,263
2003,,,9901.2734,181
1998,,,4799.7637,491
2000,,,5216.7017,485
1991,,,2629.6125,223
1992,,,4270.7378,140
1993,,,2683.1973,407
1996,,,4987.8877,341
1997,,,5629.582,338
1998,,,5280.9102,441
2001,,,5449.373,423
2002,,,4462.252,473
1991,,,1884.8209,347
1993,,,4289.0967,203
1994,,,2496.5583,464
1998,,,5543.3955,424
1995,,,3245.9172,475
1996,,,4104.2993,429
1997,,,13398.827,97
1998,,,10717.294,183
1999,,,5921.124,413
2000,,,7484.0391,353
2001,,,7925.5508,268
2002,,,11139.703,141
1991,,,4602.2129,88
1995,,,10423.658,83
2001,,,5877.8032,388
2002,,,8364.9307,213
2003,,,17062.949,66
1991,,,1399.566,472
1993,,,2578.2651,424
1996,,,13317.206,89
1998,,,5990.999,389
1999,,,16028.368,149
2000,,,7304.1694,361
2001,,,6572.9849,347
2003,,,9148.9141,212
1991,,,1492.189,442
1993,,,2342.4934,481
1994,,,2690.8154,430
1995,,,4225.1055,346
1996,,,4112.2417,428
1997,,,4325.1787,453
1991,,,1934.6863,339
1993,,,4185.4165,210
1995,,,6904.9839,182
1997,,,12572.094,111
1998,,,6177.0239,376
1999,,,17008.473,141
2000,,,11705.807,206
2001,,,12823.745,126
2002,,,7783.1162,230
1991,,,6057.0283,49
1992,,,3146.5229,230
1994,,,11734.417,37
1995,,,68026.578,4
1996,,,31303.629,20
1991,,,1537.0475,427
1992,,,2377.0649,346
1995,,,9194.1875,106
1998,,,6014.1924,387
1999,,,12579.607,191
2002,,,15328.718,83
2003,,,8944.0723,224
1996,,,20969.445,38
1993,,,5215.707,156
1996,,,4239.9448,418
2002,,,8420.957,210
2003,,,9339.9023,205
1991,,,2007.6598,318
1993,,,3994.7864,237
1997,,,4327.4106,452
1991,,,5579.4126,58
1994,,,3446.968,319
1995,,,4973.9565,277
2000,,,5491.145,460
1996,,,4571.0107,378
1997,,,8802.7705,183
2003,,,5270.4614,432
1991,,,1941.0519,333
1992,,,11737.189,22
1993,,,2844.9106,372
1997,,,5160.4927,375
1991,,,1581.9745,409
1992,,,2720.5442,292
1993,,,3475.9817,297
1994,,,6496.7002,110
1995,,,7578.0327,151
1996,,,6208.7378,253
1997,,,11469.066,129
1998,,,8370.1387,257
1999,,,19426.707,120
2000,,,7696.2954,345
1999,,,8888.2568,282
2003,,,5896.0088,388
1991,,,2508.1951,246
1993,,,3059.3469,343
1995,,,7236.6597,170
1992,,,2346.5061,361
1993,,,2711.405,402
1994,,,3643.8689,296
1998,,,9545.3496,220
1999,,,12462.474,194
2000,,,11716.822,205
2001,,,8997.8633,225
2002,,,6464.0376,316
2003,,,5486.0586,413
1991,,,1525.2595,430
1993,,,3105.8723,337
1994,,,5921.2432,128
1998,,,7531.166,297
1991,,,1439.0255,457
1992,,,2187.2402,407
1993,,,4079.1531,223
1995,,,3507.3,436
1997,,,4781.5112,410
1998,,,4838.3081,485
1999,,,5909.4492,415
2001,,,4944.9214,466
1994,,,3804.1631,282
1995,,,3322.1643,459
2002,,,4574.7993,461
2003,,,4966.1338,468
2000,,,9211.1191,280
2003,,,6848.2256,315
1994,,,3132.1719,358
1995,,,3414.9182,444
1996,,,3775.4165,478
1993,,,4516.2134,182
1994,,,5197.7095,172
1996,,,6563.2554,235
1997,,,7305.665,234
1991,,,3310.666,159
1993,,,8898.8037,65
1994,,,4661.3467,206
1995,,,5307.6694,251
1996,,,6806.8574,222
1997,,,7480.6304,224
1991,,,2647.5149,221
1992,,,12095.479,20
1998,,,10217.097,198
1999,,,6479.2969,377
2001,,,14798.876,96
1993,,,2365.9282,474
1991,,,1433.1924,460
1992,,,2352.832,356
1993,,,3360.7549,308
2000,,,5176.0742,486
2001,,,5511.6475,417
2002,,,5339.7583,396
2003,,,5151.3252,449
1991,,,7948.4673,26
1995,,,3248.8313,474
1996,,,12494.521,103
1996,,,6720.7744,227
1997,,,17632.826,59
1998,,,9541.79,221
1998,,,8749.7051,243
1999,,,6055.8662,401
2000,,,5556.0352,456
2002,,,4508.6797,470
2003,,,8269.3018,252
